timestamp,component,run_id,user_id,features_mean,pred,conf,note
2026-02-11T06:55:58Z,model.infer,abc123,U901,0.46,0.6,0.75,
2026-02-11T06:56:28Z,model.infer,abc123,U902,0.47,0.7,0.6,
2026-02-11T06:56:58Z,model.infer,abc123,U903,0.48,0.8,0.65,
2026-02-11T06:57:28Z,model.infer,abc123,U904,0.49,0.9,0.7,
2026-02-11T06:57:58Z,training.job,run_6,U905,0.5,1.0,0.75,
2026-02-11T06:58:28Z,model.infer,abc123,U906,0.51,0.4,0.6,
2026-02-11T06:58:58Z,model.infer,abc123,U907,0.52,0.5,0.65,
2026-02-11T06:59:28Z,model.infer,abc123,U908,0.53,0.6,0.7,
2026-02-11T06:59:58Z,model.infer,abc123,U909,0.54,0.7,0.75,
2026-02-11T07:00:28Z,training.job,run_4,U910,0.45,0.8,0.6,
2026-02-11T07:00:58Z,model.infer,abc123,U911,0.46,0.9,0.65,
2026-02-11T07:01:28Z,model.infer,abc123,U912,0.47,1.0,0.7,
2026-02-11T07:01:58Z,model.infer,abc123,U913,0.48,0.4,0.75,
2026-02-11T07:02:28Z,model.infer,abc123,U914,0.49,0.5,0.6,
2026-02-11T07:02:58Z,training.job,run_2,U915,0.5,0.6,0.65,
2026-02-11T07:03:28Z,model.infer,abc123,U916,0.51,0.7,0.7,
2026-02-11T07:03:58Z,model.infer,abc123,U917,0.52,0.8,0.75,
2026-02-11T07:04:28Z,model.infer,abc123,U918,0.53,0.9,0.6,
2026-02-11T07:04:58Z,model.infer,abc123,U919,0.54,1.0,0.65,
2026-02-11T07:05:28Z,training.job,run_0,U920,0.45,0.4,0.7,
2026-02-11T07:05:58Z,model.infer,abc123,U921,0.46,0.5,0.75,
2026-02-11T07:06:28Z,model.infer,abc123,U922,0.47,0.6,0.6,
2026-02-11T07:06:58Z,model.infer,abc123,U923,0.48,0.7,0.65,
2026-02-11T07:07:28Z,model.infer,abc123,U924,0.49,0.8,0.7,
2026-02-11T07:07:58Z,training.job,run_5,U925,0.5,0.9,0.75,
2026-02-11T07:08:28Z,model.infer,abc123,U926,0.51,1.0,0.6,
2026-02-11T07:08:58Z,model.infer,abc123,U927,0.52,0.4,0.65,
2026-02-11T07:09:28Z,model.infer,abc123,U928,0.53,0.5,0.7,
2026-02-11T07:09:58Z,model.infer,abc123,U929,0.54,0.6,0.75,
2026-02-11T07:10:28Z,training.job,run_3,U930,0.45,0.7,0.6,
2026-02-11T07:10:58Z,model.infer,abc123,U931,0.46,0.8,0.65,
2026-02-11T07:11:28Z,model.infer,abc123,U932,0.47,0.9,0.7,
2026-02-11T07:11:58Z,model.infer,abc123,U933,0.48,1.0,0.75,
2026-02-11T07:12:28Z,model.infer,abc123,U934,0.49,0.4,0.6,
2026-02-11T07:12:58Z,training.job,run_1,U935,0.5,0.5,0.65,
2026-02-11T07:13:28Z,model.infer,abc123,U936,0.51,0.6,0.7,
2026-02-11T07:13:58Z,model.infer,abc123,U937,0.52,0.7,0.75,
2026-02-11T07:14:28Z,model.infer,abc123,U938,0.53,0.8,0.6,
2026-02-11T07:14:58Z,model.infer,abc123,U939,0.54,0.9,0.65,
2026-02-11T07:15:28Z,training.job,run_6,U940,0.45,1.0,0.7,
2026-02-11T07:15:58Z,model.infer,abc123,U941,0.46,0.4,0.75,
2026-02-11T07:16:28Z,model.infer,abc123,U942,0.47,0.5,0.6,
2026-02-11T07:16:58Z,model.infer,abc123,U943,0.48,0.6,0.65,
2026-02-11T07:17:28Z,model.infer,abc123,U944,0.49,0.7,0.7,
2026-02-11T07:17:58Z,training.job,run_4,U945,0.5,0.8,0.75,
2026-02-11T07:18:28Z,model.infer,abc123,U946,0.51,0.9,0.6,
2026-02-11T07:18:58Z,model.infer,abc123,U947,0.52,1.0,0.65,
2026-02-11T07:19:28Z,model.infer,abc123,U948,0.53,0.4,0.7,
2026-02-11T07:19:58Z,model.infer,abc123,U949,0.54,0.5,0.75,
2026-02-11T07:20:28Z,training.job,run_2,U900,0.45,0.6,0.6,
2026-02-11T07:20:58Z,model.infer,abc123,U901,0.46,0.7,0.65,
2026-02-11T07:21:28Z,model.infer,abc123,U902,0.47,0.8,0.7,
2026-02-11T07:21:58Z,model.infer,abc123,U903,0.48,0.9,0.75,
2026-02-11T07:22:28Z,model.infer,abc123,U904,0.49,1.0,0.6,
2026-02-11T07:22:58Z,training.job,run_0,U905,0.5,0.4,0.65,
2026-02-11T07:23:28Z,model.infer,abc123,U906,0.51,0.5,0.7,
2026-02-11T07:23:58Z,model.infer,abc123,U907,0.52,0.6,0.75,
2026-02-11T07:24:28Z,model.infer,abc123,U908,0.53,0.7,0.6,
2026-02-11T07:24:58Z,model.infer,abc123,U909,0.54,0.8,0.65,
2026-02-11T07:25:28Z,training.job,run_5,U910,0.45,0.9,0.7,
2026-02-11T07:25:58Z,model.infer,abc123,U911,0.46,1.0,0.75,
2026-02-11T07:26:28Z,model.infer,abc123,U912,0.47,0.4,0.6,
2026-02-11T07:26:58Z,model.infer,abc123,U913,0.48,0.5,0.65,
2026-02-11T07:27:28Z,model.infer,abc123,U914,0.49,0.6,0.7,
2026-02-11T07:27:58Z,training.job,run_3,U915,0.5,0.7,0.75,
2026-02-11T07:28:28Z,model.infer,abc123,U916,0.51,0.8,0.6,
2026-02-11T07:28:58Z,model.infer,abc123,U917,0.52,0.9,0.65,
2026-02-11T07:29:28Z,model.infer,abc123,U918,0.53,1.0,0.7,
2026-02-11T07:29:58Z,model.infer,abc123,U919,0.54,0.4,0.75,
2026-02-11T07:30:28Z,training.job,run_1,U920,0.45,0.5,0.6,
2026-02-11T07:30:58Z,model.infer,abc123,U921,0.46,0.6,0.65,
2026-02-11T07:31:28Z,model.infer,abc123,U922,0.47,0.7,0.7,
2026-02-11T07:31:58Z,model.infer,abc123,U923,0.48,0.8,0.75,
2026-02-11T07:32:28Z,model.infer,abc123,U924,0.49,0.9,0.6,
2026-02-11T07:32:58Z,training.job,run_6,U925,0.5,1.0,0.65,
2026-02-11T07:33:28Z,model.infer,abc123,U926,0.51,0.4,0.7,
2026-02-11T07:33:58Z,model.infer,abc123,U927,0.52,0.5,0.75,
2026-02-11T07:34:28Z,model.infer,abc123,U928,0.53,0.6,0.6,
2026-02-11T07:34:58Z,model.infer,abc123,U929,0.54,0.7,0.65,
2026-02-11T07:35:28Z,training.job,run_4,U930,0.45,0.8,0.7,
2026-02-11T07:35:58Z,model.infer,abc123,U931,0.46,0.9,0.75,
2026-02-11T07:36:28Z,model.infer,abc123,U932,0.47,1.0,0.6,
2026-02-11T07:36:58Z,model.infer,abc123,U933,0.48,0.4,0.65,
2026-02-11T07:37:28Z,model.infer,abc123,U934,0.49,0.5,0.7,
2026-02-11T07:37:58Z,training.job,run_2,U935,0.5,0.6,0.75,
2026-02-11T07:38:28Z,model.infer,abc123,U936,0.51,0.7,0.6,
2026-02-11T07:38:58Z,model.infer,abc123,U937,0.52,0.8,0.65,
2026-02-11T07:39:28Z,model.infer,abc123,U938,0.53,0.9,0.7,
2026-02-11T07:39:58Z,model.infer,abc123,U939,0.54,1.0,0.75,
2026-02-11T07:40:28Z,training.job,run_0,U940,0.45,0.4,0.6,
2026-02-11T07:40:58Z,model.infer,abc123,U941,0.46,0.5,0.65,
2026-02-11T07:41:28Z,model.infer,abc123,U942,0.47,0.6,0.7,
2026-02-11T07:41:58Z,model.infer,abc123,U943,0.48,0.7,0.75,
2026-02-11T07:42:28Z,model.infer,abc123,U944,0.49,0.8,0.6,
2026-02-11T07:42:58Z,training.job,run_5,U945,0.5,0.9,0.65,
2026-02-11T07:43:28Z,model.infer,abc123,U946,0.51,1.0,0.7,
2026-02-11T07:43:58Z,model.infer,abc123,U947,0.52,0.4,0.75,
2026-02-11T07:44:28Z,model.infer,abc123,U948,0.53,0.5,0.6,
2026-02-11T07:44:58Z,model.infer,abc123,U949,0.54,0.6,0.65,
2026-02-11T07:45:28Z,training.job,run_3,U900,0.45,0.7,0.7,
2026-02-11T07:45:58Z,model.infer,abc123,U901,0.46,0.8,0.75,
2026-02-11T07:46:28Z,model.infer,abc123,U902,0.47,0.9,0.6,
2026-02-11T07:46:58Z,model.infer,abc123,U903,0.48,1.0,0.65,
2026-02-11T07:47:28Z,model.infer,abc123,U904,0.49,0.4,0.7,
2026-02-11T07:47:58Z,training.job,run_1,U905,0.5,0.5,0.75,
2026-02-11T07:48:28Z,model.infer,abc123,U906,0.51,0.6,0.6,
2026-02-11T07:48:58Z,model.infer,abc123,U907,0.52,0.7,0.65,
2026-02-11T07:49:28Z,model.infer,abc123,U908,0.53,0.8,0.7,
2026-02-11T07:49:58Z,model.infer,abc123,U909,0.54,0.9,0.75,
2026-02-11T07:50:28Z,training.job,run_6,U910,0.45,1.0,0.6,
2026-02-11T07:50:58Z,model.infer,abc123,U911,0.46,0.4,0.65,
2026-02-11T07:51:28Z,model.infer,abc123,U912,0.47,0.5,0.7,
2026-02-11T07:51:58Z,model.infer,abc123,U913,0.48,0.6,0.75,
2026-02-11T07:52:28Z,model.infer,abc123,U914,0.49,0.7,0.6,
2026-02-11T07:52:58Z,training.job,run_4,U915,0.5,0.8,0.65,
2026-02-11T07:53:28Z,model.infer,abc123,U916,0.51,0.9,0.7,
2026-02-11T07:53:58Z,model.infer,abc123,U917,0.52,1.0,0.75,
2026-02-11T07:54:28Z,model.infer,abc123,U918,0.53,0.4,0.6,
2026-02-11T07:54:58Z,model.infer,abc123,U919,0.54,0.5,0.65,
2026-02-11T07:55:28Z,training.job,run_2,U920,0.45,0.6,0.7,
2026-02-11T07:55:58Z,model.infer,abc123,U921,0.46,0.7,0.75,
2026-02-11T07:56:28Z,model.infer,abc123,U922,0.47,0.8,0.6,
2026-02-11T07:56:58Z,model.infer,abc123,U923,0.48,0.9,0.65,
2026-02-11T07:57:28Z,model.infer,abc123,U924,0.49,1.0,0.7,
2026-02-11T07:57:58Z,training.job,run_0,U925,0.5,0.4,0.75,
2026-02-11T07:58:28Z,model.infer,abc123,U926,0.51,0.5,0.6,
2026-02-11T07:58:58Z,model.infer,abc123,U927,0.52,0.6,0.65,
2026-02-11T07:59:28Z,model.infer,abc123,U928,0.53,0.7,0.7,
2026-02-11T07:59:58Z,model.infer,abc123,U929,0.54,0.8,0.75,
2026-02-11T08:00:28Z,training.job,run_5,U930,0.45,0.9,0.6,
2026-02-11T08:00:58Z,model.infer,abc123,U931,0.46,1.0,0.65,
2026-02-11T08:01:28Z,model.infer,abc123,U932,0.47,0.4,0.7,
2026-02-11T08:01:58Z,model.infer,abc123,U933,0.48,0.5,0.75,
2026-02-11T08:02:28Z,model.infer,abc123,U934,0.49,0.6,0.6,
2026-02-11T08:02:58Z,training.job,run_3,U935,0.5,0.7,0.65,
2026-02-11T08:03:28Z,model.infer,abc123,U936,0.51,0.8,0.7,
2026-02-11T08:03:58Z,model.infer,abc123,U937,0.52,0.9,0.75,
2026-02-11T08:04:28Z,model.infer,abc123,U938,0.53,1.0,0.6,
2026-02-11T08:04:58Z,model.infer,abc123,U939,0.54,0.4,0.65,
2026-02-11T08:05:28Z,training.job,run_1,U940,0.45,0.5,0.7,
2026-02-11T08:05:58Z,model.infer,abc123,U941,0.46,0.6,0.75,
2026-02-11T08:06:28Z,model.infer,abc123,U942,0.47,0.7,0.6,
2026-02-11T08:06:58Z,model.infer,abc123,U943,0.48,0.8,0.65,
2026-02-11T08:07:28Z,model.infer,abc123,U944,0.49,0.9,0.7,
2026-02-11T08:07:58Z,training.job,run_6,U945,0.5,1.0,0.75,
2026-02-11T08:08:28Z,model.infer,abc123,U946,0.51,0.4,0.6,
2026-02-11T08:08:58Z,model.infer,abc123,U947,0.52,0.5,0.65,
2026-02-11T08:09:28Z,model.infer,abc123,U948,0.53,0.6,0.7,
2026-02-11T08:09:58Z,model.infer,abc123,U949,0.54,0.7,0.75,
2026-02-11T08:10:28Z,training.job,run_4,U900,0.45,0.8,0.6,
2026-02-11T06:49:05.536507Z,inject.simulator,P-J1,SIM,,,,prompt_injection_high
2026-02-11T06:56:35.536507Z,inject.simulator,P-J2,SIM,,,,prompt_injection_med
2026-02-11T07:14:55.536507Z,inject.simulator,P-J3,SIM,,,,prompt_injection_low
2026-02-11T06:54:35.536507Z,inject.simulator,M-I1,SIM,,,,model_infiltration_high
2026-02-11T07:04:55.536507Z,inject.simulator,M-I2,SIM,,,,model_infiltration_med
2026-02-11T07:19:55.536507Z,inject.simulator,M-I3,SIM,,,,model_infiltration_low
2026-02-11T06:51:35.536507Z,inject.simulator,S-D1,SIM,,,,sla_degrading_high
2026-02-11T07:02:25.536507Z,inject.simulator,S-D2,SIM,,,,sla_degrading_med
2026-02-11T07:12:25.536507Z,inject.simulator,S-D3,SIM,,,,sla_degrading_low
